"17772","338","8","500.00","50.00","50.00","50.00","2020-01-21 20:11:15"
"12541","340","9","1000.00","100.00","100.00","100.00","2020-01-22 01:31:44"
"19941","341","8","500.00","50.00","50.00","50.00","2020-01-23 02:14:02"
"19818","342","8","500.00","50.00","50.00","50.00","2020-01-23 08:24:54"
"6029","343","8","500.00","50.00","50.00","50.00","2020-01-23 20:12:44"
"17227","344","8","500.00","50.00","50.00","50.00","2020-01-23 20:45:50"
"20181","345","8","1000.00","100.00","100.00","100.00","2020-01-24 17:28:41"
"19493","346","8","500.00","50.00","50.00","50.00","2020-01-27 03:34:37"
"17531","347","8","500.00","50.00","50.00","50.00","2020-01-27 13:00:40"
"9825","348","8","500.00","50.00","50.00","50.00","2020-01-27 23:12:58"
"316","349","9","1000.00","100.00","100.00","100.00","2020-01-28 05:12:43"
"18399","350","8","500.00","50.00","50.00","50.00","2020-01-28 05:29:07"
"313","351","8","1000.00","100.00","100.00","100.00","2020-01-29 00:18:00"
"3884","352","8","1000.00","100.00","100.00","100.00","2020-01-29 18:32:03"
"17808","353","7","500.00","50.00","50.00","50.00","2020-01-29 21:46:21"
"17883","354","8","500.00","50.00","50.00","50.00","2020-01-30 01:15:52"
"312","356","9","1000.00","100.00","100.00","100.00","2020-01-30 08:35:20"
