"13009","262","27","5000.00","167.00","167.00","167.00","2020-01-01 00:27:00","2020-03-01 02:39:10"
"1042","265","6","1000.00","100.00","100.00","100.00","2020-01-01 00:45:22","2020-03-07 22:57:07"
"1821","268","7","1000.00","100.00","0.94","100.00","2020-01-01 02:44:22","2020-03-01 04:05:05"
"1821","268","7","1000.00","100.00","99.06","100.00","2020-01-01 02:44:22","2020-03-02 00:13:30"
"1863","275","7","500.00","50.00","50.00","50.00","2020-01-02 03:58:29","2020-03-06 06:51:25"
"450","277","7","500.00","50.00","17.19","50.00","2020-01-02 17:08:12","2020-03-04 04:05:01"
"450","277","7","500.00","50.00","32.61","50.00","2020-01-02 17:08:12","2020-03-09 19:23:41"
"5843","278","8","500.00","50.00","16.50","50.00","2020-01-02 17:29:10","2020-03-04 04:05:02"
"16689","282","7","500.00","50.00","50.00","50.00","2020-01-03 18:16:38","2020-03-03 07:35:34"
"16469","285","7","1000.00","100.00","100.00","100.00","2020-01-04 20:02:55","2020-03-03 23:31:39"
"6528","286","27","5000.00","167.00","167.00","167.00","2020-01-05 13:52:16","2020-03-05 15:01:46"
"16424","287","8","1000.00","100.00","45.00","100.00","2020-01-05 20:30:59","2020-03-02 03:08:44"
"16424","287","8","1000.00","100.00","40.00","100.00","2020-01-05 20:30:59","2020-03-08 19:47:58"
"16424","287","8","1000.00","100.00","34.00","100.00","2020-01-05 20:30:59","2020-03-09 22:33:03"
"16546","289","17","3000.00","150.00","150.00","150.00","2020-01-06 04:50:56","2020-03-07 07:05:01"
"16720","291","7","1000.00","100.00","100.00","100.00","2020-01-06 13:01:13","2020-03-03 18:04:24"
"16720","291","7","1000.00","100.00","100.00","100.00","2020-01-06 13:01:13","2020-03-06 17:32:41"
"17105","292","7","1000.00","100.00","100.00","100.00","2020-01-06 15:59:47","2020-03-06 23:23:17"
"17486","295","7","500.00","50.00","50.00","50.00","2020-01-07 17:07:57","2020-03-04 11:11:14"
"14976","298","7","500.00","50.00","50.00","50.00","2020-01-08 17:12:37","2020-03-06 01:07:08"
"17595","301","7","1000.00","100.00","100.00","100.00","2020-01-09 02:05:56","2020-03-03 02:15:44"
"18124","307","7","500.00","50.00","50.00","50.00","2020-01-11 02:10:51","2020-03-02 18:39:11"
"18363","312","7","1000.00","100.00","100.00","100.00","2020-01-12 18:53:25","2020-03-10 12:45:14"
"17281","314","6","500.00","50.00","50.00","50.00","2020-01-13 02:48:30","2020-03-09 07:10:01"
"5192","316","7","500.00","50.00","50.00","50.00","2020-01-14 12:57:29","2020-03-07 13:10:00"
"16638","326","17","3000.00","150.00","150.00","150.00","2020-01-16 01:45:44","2020-03-10 11:26:41"
"18200","329","7","500.00","50.00","50.00","50.00","2020-01-16 22:18:02","2020-03-09 14:43:58"
"325","337","9","500.00","50.00","28.00","50.00","2020-01-21 17:41:27","2020-03-03 12:38:15"
"17598","339","9","500.00","50.00","50.00","50.00","2020-01-22 00:54:50","2020-03-03 00:14:20"
"17531","347","8","500.00","50.00","50.00","50.00","2020-01-27 13:00:40","2020-03-01 00:40:06"
"17808","353","7","500.00","50.00","50.00","50.00","2020-01-29 21:46:21","2020-03-07 17:23:58"
"312","356","9","1000.00","100.00","15.65","100.00","2020-01-30 08:35:20","2020-03-01 04:05:05"
