User_id,Credit_id,Count_months,Amount,Month_payment,Payed,Left,Planned,Credit_taken,Pay_date
14906,255,9,1000.00,100.00,0,100.00,100.00,2019-12-31 22:42:57,2020-03-31
14435,256,8,500.00,50.00,0,50.00,50.00,2019-12-31 22:47:04,2020-03-31
14188,257,7,500.00,50.00,50.00,50.00,50.00,2019-12-31 22:50:45,2020-03-31
11209,258,6,1000.00,100.00,0,0.00,100.00,2019-12-31 23:02:15,2020-03-31
208,259,8,1000.00,100.00,3.12,100.00,100.00,2019-12-31 23:13:04,2020-03-31
65,260,8,500.00,50.00,5.00,50.00,50.00,2019-12-31 23:42:22,2020-03-31
97,261,7,500.00,50.00,0,50.00,50.00,2019-12-31 23:47:00,2020-03-31
13009,262,27,5000.00,167.00,167.00,167.00,167.00,2020-01-01 00:27:00,2020-03-31
11094,263,7,500.00,50.00,0,50.00,50.00,2020-01-01 00:42:37,2020-03-31
11355,264,7,1000.00,100.00,100.00,100.00,100.00,2020-01-01 00:44:55,2020-03-31
1042,265,6,1000.00,100.00,100.00,0.00,100.00,2020-01-01 00:45:22,2020-03-31
15157,266,7,500.00,50.00,0,50.00,50.00,2020-01-01 00:52:01,2020-03-31
15133,267,8,1000.00,100.00,0,100.00,100.00,2020-01-01 01:37:32,2020-03-31
1821,268,7,1000.00,100.00,100.00,100.00,100.00,2020-01-01 02:44:22,2020-03-31
15342,270,9,500.00,50.00,0,50.00,50.00,2020-01-01 03:11:56,2020-03-31
2198,271,9,500.00,50.00,0,50.00,50.00,2020-01-01 07:56:54,2020-03-01
1690,272,9,500.00,50.00,0,50.00,50.00,2020-01-01 09:00:47,2020-03-01
1664,273,9,500.00,50.00,0,50.00,50.00,2020-01-01 13:45:33,2020-03-01
1670,274,9,500.00,50.00,0,50.00,50.00,2020-01-01 14:30:55,2020-03-01
1863,275,7,500.00,50.00,50.00,0.00,50.00,2020-01-02 03:58:29,2020-03-01
16322,276,9,500.00,50.00,0,50.00,50.00,2020-01-02 16:36:42,2020-03-02
450,277,7,500.00,50.00,49.80,0.00,50.00,2020-01-02 17:08:12,2020-03-02
5843,278,8,500.00,50.00,16.50,33.50,50.00,2020-01-02 17:29:10,2020-03-02
342,279,16,3000.00,150.00,0,0.00,150.00,2020-01-02 20:57:45,2020-03-02
4129,280,6,500.00,50.00,0,0.00,50.00,2020-01-02 22:10:39,2020-03-02
16494,281,8,1000.00,100.00,0,100.00,100.00,2020-01-03 00:04:29,2020-03-02
16689,282,7,500.00,50.00,50.00,0.00,50.00,2020-01-03 18:16:38,2020-03-03
2286,283,8,1000.00,100.00,0,100.00,100.00,2020-01-04 00:09:44,2020-03-03
3358,284,9,1000.00,100.00,0,100.00,100.00,2020-01-04 15:37:41,2020-03-04
16469,285,7,1000.00,100.00,100.00,0.00,100.00,2020-01-04 20:02:55,2020-03-04
6528,286,27,5000.00,167.00,167.00,0.00,167.00,2020-01-05 13:52:16,2020-03-05
16424,287,8,1000.00,100.00,119.00,20.00,100.00,2020-01-05 20:30:59,2020-03-05
17172,288,29,5000.00,167.00,0,167.00,167.00,2020-01-06 02:10:19,2020-03-05
16546,289,17,3000.00,150.00,150.00,0.00,150.00,2020-01-06 04:50:56,2020-03-05
17201,290,8,500.00,50.00,0,50.00,50.00,2020-01-06 11:23:11,2020-03-06
16720,291,7,1000.00,100.00,200.00,0.00,100.00,2020-01-06 13:01:13,2020-03-06
17105,292,7,1000.00,100.00,100.00,0.00,100.00,2020-01-06 15:59:47,2020-03-06
11407,293,8,500.00,50.00,0,50.00,50.00,2020-01-06 22:32:30,2020-03-06
6271,294,9,500.00,50.00,0,50.00,50.00,2020-01-06 22:34:04,2020-03-06
17486,295,7,500.00,50.00,50.00,0.00,50.00,2020-01-07 17:07:57,2020-03-07
17532,296,9,500.00,50.00,0,50.00,50.00,2020-01-07 20:00:34,2020-03-07
16526,297,8,500.00,50.00,0,50.00,50.00,2020-01-08 05:21:51,2020-03-08
14976,298,7,500.00,50.00,50.00,0.00,50.00,2020-01-08 17:12:37,2020-03-08
17715,299,9,500.00,50.00,0,50.00,50.00,2020-01-08 21:19:02,2020-03-08
17725,300,9,500.00,50.00,0,50.00,50.00,2020-01-08 21:40:38,2020-03-08
17595,301,7,1000.00,100.00,100.00,0.00,100.00,2020-01-09 02:05:56,2020-03-08
16127,302,29,5000.00,167.00,0,167.00,167.00,2020-01-09 18:39:56,2020-03-09
102,303,27,10000.00,334.00,0,0.00,334.00,2020-01-10 16:19:19,2020-03-10
17937,304,27,5500.00,184.00,368.00,0.00,184.00,2020-02-13 17:52:36,2020-03-13
17487,305,6,1000.00,100.00,200.00,0.00,100.00,2020-01-10 19:29:23,2020-03-10
18024,306,7,1000.00,100.00,100.00,0.00,100.00,2020-01-10 19:41:40,2020-03-10
18124,307,7,500.00,50.00,50.00,0.00,50.00,2020-01-11 02:10:51,2020-03-10
17414,308,18,3000.00,150.00,0,150.00,150.00,2020-01-11 08:08:33,2020-03-11
16443,309,7,500.00,50.00,0,0.00,50.00,2020-01-11 20:05:50,2020-03-11
17548,310,7,500.00,50.00,0,0.00,50.00,2020-01-12 13:51:55,2020-03-12
18359,311,8,500.00,50.00,0,50.00,50.00,2020-01-12 17:45:06,2020-03-12
18363,312,7,1000.00,100.00,100.00,0.00,100.00,2020-01-12 18:53:25,2020-03-12
17707,313,8,500.00,50.00,0,50.00,50.00,2020-01-12 20:31:40,2020-03-12
17281,314,5,500.00,50.00,100.00,0.00,50.00,2020-01-13 02:48:30,2020-03-12
18366,315,6,500.00,50.00,0,0.00,50.00,2020-01-13 21:26:39,2020-03-13
5192,316,7,500.00,50.00,50.00,0.00,50.00,2020-01-14 12:57:29,2020-03-14
12263,317,7,500.00,50.00,50.00,0.00,50.00,2020-01-14 21:27:52,2020-03-14
3596,318,7,1000.00,100.00,100.00,0.00,100.00,2020-01-14 21:57:41,2020-03-14
17947,319,8,500.00,50.00,26.50,23.50,50.00,2020-01-15 02:09:37,2020-03-14
18826,320,8,1000.00,100.00,35.00,65.00,100.00,2020-01-15 10:16:42,2020-03-15
8806,321,7,1000.00,100.00,100.00,0.00,100.00,2020-01-15 18:50:21,2020-03-15
18818,322,7,500.00,50.00,50.00,0.00,50.00,2020-01-15 19:11:13,2020-03-15
18020,323,9,500.00,50.00,0,50.00,50.00,2020-01-15 19:44:48,2020-03-15
18583,324,8,1000.00,100.00,0,100.00,100.00,2020-01-15 22:18:29,2020-03-15
18667,325,7,500.00,50.00,50.00,0.00,50.00,2020-01-15 23:16:06,2020-03-15
16638,326,17,3000.00,150.00,150.00,0.00,150.00,2020-01-16 01:45:44,2020-03-15
17748,327,6,1000.00,100.00,100.00,0.00,100.00,2020-01-16 15:58:40,2020-03-16
18397,328,8,500.00,50.00,2.00,48.00,50.00,2020-01-16 20:11:12,2020-03-16
18200,329,7,500.00,50.00,50.00,0.00,50.00,2020-01-16 22:18:02,2020-03-16
17535,330,8,500.00,50.00,0,50.00,50.00,2020-01-17 12:14:58,2020-03-17
17910,331,8,500.00,50.00,0,50.00,50.00,2020-01-17 12:39:18,2020-03-17
17899,332,8,500.00,50.00,0,50.00,50.00,2020-01-17 21:13:10,2020-03-17
17875,333,8,500.00,50.00,0,50.00,50.00,2020-01-18 22:16:03,2020-03-18
17906,334,8,500.00,50.00,0,50.00,50.00,2020-01-18 22:22:26,2020-03-18
18567,335,8,600.00,60.00,11.00,0.00,60.00,2020-02-07 03:46:14,2020-03-06
7467,336,7,500.00,50.00,50.00,0.00,50.00,2020-01-21 15:57:56,2020-03-21
325,337,9,500.00,50.00,28.00,50.00,50.00,2020-01-21 17:41:27,2020-03-21
17772,338,8,500.00,50.00,0,50.00,50.00,2020-01-21 20:11:15,2020-03-21
17598,339,9,500.00,50.00,50.00,50.00,50.00,2020-01-22 00:54:50,2020-03-21
12541,340,9,1000.00,100.00,0,100.00,100.00,2020-01-22 01:31:44,2020-03-21
19941,341,8,500.00,50.00,0,50.00,50.00,2020-01-23 02:14:02,2020-03-22
19818,342,7,500.00,50.00,60.00,0.00,50.00,2020-01-23 08:24:54,2020-03-23
6029,343,8,500.00,50.00,0,50.00,50.00,2020-01-23 20:12:44,2020-03-23
17227,344,8,500.00,50.00,0,50.00,50.00,2020-01-23 20:45:50,2020-03-23
20181,345,7,1000.00,100.00,100.00,0.00,100.00,2020-01-24 17:28:41,2020-03-24
19493,346,8,500.00,50.00,0,50.00,50.00,2020-01-27 03:34:37,2020-03-26
17531,347,8,500.00,50.00,50.00,50.00,50.00,2020-01-27 13:00:40,2020-03-27
9825,348,8,500.00,50.00,0,50.00,50.00,2020-01-27 23:12:58,2020-03-27
316,349,8,1000.00,100.00,99.30,100.00,100.00,2020-01-28 05:12:43,2020-03-27
18399,350,8,500.00,50.00,0,50.00,50.00,2020-01-28 05:29:07,2020-03-28
313,351,6,1000.00,100.00,200.00,0.00,100.00,2020-01-29 00:18:00,2020-03-28
3884,352,8,1000.00,100.00,0,100.00,100.00,2020-01-29 18:32:03,2020-03-29
